Timestamp,ECG
25/05/2019 16:08:04.444,3435
25/05/2019 16:08:04.448,3407
25/05/2019 16:08:04.452,3391
25/05/2019 16:08:04.456,3439
25/05/2019 16:08:04.460,3407
25/05/2019 16:08:04.464,3371
25/05/2019 16:08:04.468,3355
25/05/2019 16:08:04.472,3407
25/05/2019 16:08:04.476,3407
25/05/2019 16:08:04.480,3383
25/05/2019 16:08:04.484,3359
25/05/2019 16:08:04.488,3375
25/05/2019 16:08:04.492,3379
25/05/2019 16:08:04.496,3351
25/05/2019 16:08:04.500,3347
25/05/2019 16:08:04.504,3363
25/05/2019 16:08:04.508,3387
25/05/2019 16:08:04.512,3367
25/05/2019 16:08:04.516,3355
25/05/2019 16:08:04.520,3383
25/05/2019 16:08:04.524,3451
25/05/2019 16:08:04.528,3419
25/05/2019 16:08:04.532,3375
25/05/2019 16:08:04.536,3347
25/05/2019 16:08:04.540,3407
25/05/2019 16:08:04.544,3379
25/05/2019 16:08:04.548,3351
25/05/2019 16:08:04.552,3351
25/05/2019 16:08:04.556,3411
25/05/2019 16:08:04.560,3407
25/05/2019 16:08:04.564,3375
25/05/2019 16:08:04.568,3335
25/05/2019 16:08:04.572,3387
25/05/2019 16:08:04.576,3395
25/05/2019 16:08:04.580,3355
25/05/2019 16:08:04.584,3327
25/05/2019 16:08:04.588,3375
25/05/2019 16:08:04.592,3387
25/05/2019 16:08:04.596,3355
25/05/2019 16:08:04.600,3327
25/05/2019 16:08:04.604,3355
25/05/2019 16:08:04.608,3383
25/05/2019 16:08:04.612,3331
25/05/2019 16:08:04.616,3315
25/05/2019 16:08:04.620,3343
25/05/2019 16:08:04.624,3387
25/05/2019 16:08:04.628,3367
25/05/2019 16:08:04.632,3335
25/05/2019 16:08:04.636,3311
25/05/2019 16:08:04.640,3335
25/05/2019 16:08:04.644,3291
25/05/2019 16:08:04.648,3267
25/05/2019 16:08:04.652,3263
25/05/2019 16:08:04.656,3343
25/05/2019 16:08:04.660,3363
25/05/2019 16:08:04.664,3343
25/05/2019 16:08:04.668,3311
25/05/2019 16:08:04.672,3355
25/05/2019 16:08:04.676,3371
25/05/2019 16:08:04.680,3347
25/05/2019 16:08:04.684,3327
25/05/2019 16:08:04.688,3367
25/05/2019 16:08:04.692,3367
25/05/2019 16:08:04.696,3303
25/05/2019 16:08:04.700,3259
25/05/2019 16:08:04.704,3271
25/05/2019 16:08:04.708,3311
